CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,CONSTRUCTION_AGE_BAND,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT
74,78,Flat,NO DATA!,75,80,161,130,2,31,1.7,53,38,341,287,81,81,66.4,Single,Y,1st,Y,,2106,100,double glazing installed before 2002,Normal,0,3,3,60,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),0,no corridor,,2.4,0,,natural,England and Wales: 1976-1982,5,3
68,76,House,Detached,64,72,232,176,4.1,38.6,3.1,103,54,558,467,138,106,106.8,Single,Y,NO DATA!,,,2107,100,double glazing installed during or after 2002,Normal,1,7,7,9,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 9% of fixed outlets,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.5,0,N,natural,England and Wales: 1967-1975,,
81,82,Flat,Detached,80,80,189,184,1.3,31.3,1.3,33,22,237,239,66,66,42.54,Single,Y,Ground,N,2,2106,100,double glazing installed during or after 2002,Normal,0,2,2,50,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,no corridor,,2.38,0,N,natural,England and Wales: 1983-1990,,
67,81,House,Mid-Terrace,67,79,231,138,2.8,40,1.7,48,48,559,559,107,71,70,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.5,,N,natural,England and Wales: 1950-1966,,
74,74,Flat,Detached,76,76,187,187,1.7,33,1.7,39,39,337,337,94,94,52,Single,Y,1st,Y,,2106,100,double glazing installed before 2002,Normal,0,2,2,100,0,From main system,Good,Good,(another dwelling below),NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,unheated corridor,5,2.4,,N,natural,England and Wales: 1976-1982,,
45,65,House,Semi-Detached,42,62,370,226,6,71,3.7,92,46,910,592,164,118,84.06,Single,Y,NODATA!,,,2104,100,double glazing installed before 2002,Normal,1,5,5,0,0,From main system,Average,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Average,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.45,0,,natural,England and Wales: 1930-1949,10,0
56,59,House,Mid-Terrace,49,52,345,325,5.2,58,4.9,89,49,840,815,111,111,99.1,Single,Y,NO DATA!,,,2107,70,"double glazing, unknown install date",Normal,1,4,4,17,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 17% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.55,0,N,natural,England and Wales: 1900-1929,,
66,78,House,Mid-Terrace,65,76,230,152,3.4,40,2.3,68,68,657,657,115,76,84,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,78,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1930-1949,,
94,97,Bungalow,Mid-Terrace,93,98,59,17,0.5,12,0.2,31,31,417,385,85,54,43,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"System built, with external insulation",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.3,,N,natural,England and Wales: 1967-1975,,
58,70,House,Semi-Detached,51,65,339,238,4.7,56.8,3.3,64,40,478,370,277,196,83.4,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,5,5,40,1,"From main system, no cylinderstat",Poor,Average,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1930-1949,,
58,84,House,Mid-Terrace,51,81,295,109,5.7,52,2.1,133,66,935,588,208,80,109,Single,Y,NODATA!,,,2101,100,"double glazing, unknown install date",Normal,0,4,4,0,0,From main system,Average,Average,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,No time or thermostatic control of room temperature,Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.5,,N,natural,England and Wales: 1950-1966,,
70,77,House,Detached,67,73,183,148,5.8,30,4.7,203,104,712,639,202,164,174.1,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,9,9,5,0,From main system,Good,Good,"Solid, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 5% of fixed outlets,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 2003-2006,,
76,78,House,Detached,73,76,171,153,3.3,28.5,2.9,74,61,440,407,140,124,135.4,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,7,7,80,0,From main system,Good,Good,"Suspended, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 2003-2006,,
68,75,House,End-Terrace,66,74,207,157,4.4,34.1,3.3,100,63,551,468,167,121,127.79,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,7,7,40,0,From main system,Average,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 300+mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Average,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.37,0,N,natural,England and Wales: 1976-1982,,
67,84,House,Semi-Detached,63,82,236,113,3.6,42,1.7,56,56,658,526,125,74,86,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.5,,N,natural,England and Wales: 1930-1949,,
77,78,Flat,NO DATA!,82,82,166,162,1.1,32,1,28,21,181,182,86,86,33.6,Single,Y,1st,Y,,2305,100,double glazing installed during or after 2002,Normal,0,2,2,67,0,Community scheme,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,Community scheme,Good,Good,"Flat rate charging, programmer and TRVs",Average,Average,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (community),0,heated corridor,,2.35,0,,natural,England and Wales: 1983-1990,3,2
74,74,House,Semi-Detached,71,71,213,213,2.6,36,2.6,37,37,411,411,94,94,72.4,Single,Y,NO DATA!,,,2104,100,"double glazing, unknown install date",Normal,0,3,3,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.5,0,N,natural,England and Wales: 1930-1949,,
50,63,House,Semi-Detached,44,57,373,272,6.8,63,5,77,60,1103,808,128,121,108.68,Single,Y,NO DATA!,,,2102,100,double glazing installed before 2002,Normal,1,6,6,70,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.57,0,N,natural,England and Wales: 1930-1949,,
57,61,House,Semi-Detached,50,54,338,307,5.3,56.7,4.8,45,45,747,691,106,94,105.6,Single,Y,NO DATA!,,,2109,100,double glazing installed before 2002,Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",N/A,N/A,"Flat, insulated (assumed)",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and boiler energy manager",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.6,0,N,natural,England and Wales: 1930-1949,,
54,83,House,Semi-Detached,50,83,356,116,4.3,63,1.4,94,47,728,501,214,72,69,Single,Y,NODATA!,,,2101,100,"double glazing, unknown install date",Normal,0,4,4,0,0,From main system,Average,Average,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,No time or thermostatic control of room temperature,Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.69,,N,natural,England and Wales: 1983-1990,,
55,68,House,Detached,52,67,304,210,5.8,50.2,4,98,58,840,630,180,128,107.49,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,6,6,30,0,From main system,Average,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 100mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1976-1982,,
71,85,Flat,Detached,79,78,224,228,1.4,33.8,1.4,33,21,88,78,201,91,40.3,Single,N,1st,N,3,2602,100,double glazing installed during or after 2002,Normal,0,2,2,33,0,"Electric immersion, standard tariff",Very Poor,Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,"Room heaters, electric",Very Poor,Poor,Appliance thermostats,Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,6.8,2.3,0,N,natural,England and Wales: 2003-2006,,
47,68,House,Mid-Terrace,40,63,468,270,5.6,79,3.2,34,34,636,461,268,95,71.58,Single,Y,NO DATA!,,,2102,33,double glazing installed before 2002,Normal,1,3,3,100,0,"From main system, no cylinderstat",Poor,Average,"Suspended, no insulation (assumed)",N/A,N/A,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Average,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.8,0,N,natural,England and Wales: 1900-1929,,
80,82,Flat,Detached,80,80,156,150,1.8,24.1,1.8,67,42,260,264,113,113,75.7,Single,Y,9th,Y,10,2301,100,double glazing installed during or after 2002,Normal,0,4,4,40,0,From main system,Good,Very Good,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"System built, with external insulation",Good,Good,"Room heaters, electric",N/A,N/A,"Flat, insulated",Average,Average,Community scheme with CHP,Good,Very Good,"Flat rate charging, no stat control of room temperature",Very Poor,Very Poor,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,heated corridor,,2.3,0,N,natural,England and Wales: 1996-2002,,
69,72,House,Semi-Detached,68,71,211,194,3.3,34,3.1,83,46,488,469,98,98,96.68,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,5,5,20,0,From main system,Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Very Good,Programmer and room thermostat,Poor,Poor,Low energy lighting in 20% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.45,0,N,natural,England and Wales: 1930-1949,,
63,84,House,Semi-Detached,57,81,279,119,3.9,49,1.7,94,54,619,512,197,75,80,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,5,5,25,0,From main system,Average,Average,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1950-1966,,
67,80,House,Semi-Detached,66,79,230,138,3,40,1.8,66,50,575,578,110,73,74,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,4,4,70,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1950-1966,,
53,60,Bungalow,Detached,47,53,322,282,7.4,53.9,6.4,129,68,1042,954,136,119,127.3,Single,Y,NO DATA!,,,2106,100,"double glazing, unknown install date",Normal,0,6,6,10,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 10% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1950-1966,,
72,75,House,Detached,71,75,151,132,4,29,3.5,106,63,601,563,136,122,138.7,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,6,6,31,0,From main system,Good,Good,"Solid, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 31% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.3,0,,natural,England and Wales: 2003-2006,13,4
44,65,House,Semi-Detached,42,65,345,200,6.8,66,3.9,105,52,1184,711,102,90,92.82,Single,Y,NODATA!,,,2102,100,double glazing installed before 2002,Normal,0,7,7,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, electric",N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.58,0,,natural,England and Wales: 1930-1949,9,0
